地域コード,地域,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
13550,町村部,50～54,5988,3199,2789,5851,3165,2686,137,34,103
13550,町村部,55～59,5114,2812,2302,4988,2760,2228,126,52,74
13550,町村部,60～64,4701,2499,2202,4622,2474,2148,79,25,54
13550,町村部,65～69,5132,2626,2506,5076,2605,2471,56,21,35
13550,町村部,70～74,6625,3294,3331,6601,3285,3316,24,9,15
13550,町村部,75～79,6082,2938,3144,6069,2932,3137,13,6,7
13550,町村部,80～84,4649,2076,2573,4644,2076,2568,5,-,5
13550,町村部,85～89,2893,1045,1848,2888,1044,1844,5,1,4
13550,町村部,90～94,1605,444,1161,1602,444,1158,3,-,3
13550,町村部,95～99,506,94,412,506,94,412,-,-,-
13550,町村部,100以上,86,7,79,86,7,79,-,-,-
13300,郡部,総数,54951,27588,27363,53711,26935,26776,1240,653,587
13300,郡部,0～4,1367,705,662,1346,694,652,21,11,10
13300,郡部,5～9,2028,1058,970,1999,1041,958,29,17,12
13300,郡部,10～14,2404,1217,1187,2380,1204,1176,24,13,11
13300,郡部,15～19,2454,1297,1157,2406,1272,1134,48,25,23
13300,郡部,20～24,2508,1353,1155,2332,1254,1078,176,99,77
13300,郡部,25～29,2151,1175,976,1936,1015,921,215,160,55
13300,郡部,30～34,2197,1169,1028,2048,1071,977,149,98,51
13300,郡部,35～39,2653,1400,1253,2543,1341,1202,110,59,51
13300,郡部,40～44,3268,1737,1531,3186,1708,1478,82,29,53
13300,郡部,45～49,3869,2105,1764,3796,2076,1720,73,29,44
13300,郡部,50～54,4255,2211,2044,4155,2185,1970,100,26,74
13300,郡部,55～59,3628,1983,1645,3541,1947,1594,87,36,51
13300,郡部,60～64,3149,1637,1512,3088,1617,1471,61,20,41
13300,郡部,65～69,3369,1693,1676,3336,1675,1661,33,18,15
13300,郡部,70～74,4518,2194,2324,4505,2187,2318,13,7,6
13300,郡部,75～79,4297,2067,2230,4287,2062,2225,10,5,5
13300,郡部,80～84,3366,1509,1857,3363,1509,1854,3,-,3
13300,郡部,85～89,1989,725,1264,1986,724,1262,3,1,2
13300,郡部,90～94,1092,287,805,1089,287,802,3,-,3
13300,郡部,95～99,326,62,264,326,62,264,-,-,-
13300,郡部,100以上,63,4,59,63,4,59,-,-,-
13303,瑞穂町,総数,32062,16278,15784,31063,15726,15337,999,552,447
13303,瑞穂町,0～4,826,427,399,808,417,391,18,10,8
13303,瑞穂町,5～9,1157,587,570,1133,573,560,24,14,10
13303,瑞穂町,10～14,1310,652,658,1290,642,648,20,10,10
13303,瑞穂町,15～19,1481,764,717,1442,743,699,39,21,18
13303,瑞穂町,20～24,1639,882,757,1513,806,707,126,76,50
13303,瑞穂町,25～29,1474,810,664,1292,672,620,182,138,44
13303,瑞穂町,30～34,1478,817,661,1354,732,622,124,85,39
13303,瑞穂町,35～39,1663,885,778,1577,833,744,86,52,34
13303,瑞穂町,40～44,1988,1100,888,1930,1077,853,58,23,35
13303,瑞穂町,45～49,2333,1281,1052,2274,1258,1016,59,23,36
13303,瑞穂町,50～54,2802,1413,1389,2724,1389,1335,78,24,54
13303,瑞穂町,55～59,2341,1280,1061,2265,1248,1017,76,32,44
13303,瑞穂町,60～64,1958,1000,958,1903,982,921,55,18,37
13303,瑞穂町,65～69,1895,924,971,1866,908,958,29,16,13
13303,瑞穂町,70～74,2466,1217,1249,2455,1211,1244,11,6,5
13303,瑞穂町,75～79,2150,1013,1137,2143,1010,1133,7,3,4
13303,瑞穂町,80～84,1650,745,905,1648,745,903,2,-,2
13303,瑞穂町,85～89,907,334,573,904,333,571,3,1,2
13303,瑞穂町,90～94,424,128,296,422,128,294,2,-,2
13303,瑞穂町,95～99,102,18,84,102,18,84,-,-,-
13303,瑞穂町,100以上,18,1,17,18,1,17,-,-,-
13305,日の出町,総数,16300,8036,8264,16140,7961,8179,160,75,85
13305,日の出町,0～4,422,221,201,420,221,199,2,-,2
13305,日の出町,5～9,701,377,324,698,376,322,3,1,2
13305,日の出町,10～14,913,471,442,910,469,441,3,2,1
13305,日の出町,15～19,826,443,383,819,439,380,7,4,3
13305,日の出町,20～24,683,387,296,654,367,287,29,20,9
13305,日の出町,25～29,547,290,257,521,272,249,26,18,8
13305,日の出町,30～34,548,262,286,530,250,280,18,12,6
13305,日の出町,35～39,758,386,372,747,382,365,11,4,7
13305,日の出町,40～44,991,487,504,975,485,490,16,2,14
13305,日の出町,45～49,1214,636,578,1203,631,572,11,5,6
13305,日の出町,50～54,1102,622,480,1085,620,465,17,2,15
13305,日の出町,55～59,877,460,417,871,459,412,6,1,5
13305,日の出町,60～64,769,387,382,763,385,378,6,2,4
13305,日の出町,65～69,880,436,444,878,435,443,2,1,1
13305,日の出町,70～74,1333,608,725,1333,608,725,-,-,-
13305,日の出町,75～79,1472,693,779,1470,692,778,2,1,1
13305,日の出町,80～84,1120,517,603,1119,517,602,1,-,1
13305,日の出町,85～89,615,229,386,615,229,386,-,-,-
13305,日の出町,90～94,388,96,292,388,96,292,-,-,-
13305,日の出町,95～99,117,28,89,117,28,89,-,-,-
13305,日の出町,100以上,24,-,24,24,-,24,-,-,-
13307,檜原村,総数,1986,987,999,1975,983,992,11,4,7
13307,檜原村,0～4,36,18,18,36,18,18,-,-,-
13307,檜原村,5～9,53,25,28,53,25,28,-,-,-
13307,檜原村,10～14,54,29,25,54,29,25,-,-,-
13307,檜原村,15～19,36,24,12,36,24,12,-,-,-
13307,檜原村,20～24,44,16,28,44,16,28,-,-,-
13307,檜原村,25～29,39,27,12,39,27,12,-,-,-
13307,檜原村,30～34,45,23,22,43,23,20,2,-,2
13307,檜原村,35～39,59,38,21,57,37,20,2,1,1
13307,檜原村,40～44,94,44,50,93,43,50,1,1,-
13307,檜原村,45～49,104,58,46,104,58,46,-,-,-
13307,檜原村,50～54,95,49,46,94,49,45,1,-,1
13307,檜原村,55～59,133,76,57,131,75,56,2,1,1
13307,檜原村,60～64,140,79,61,140,79,61,-,-,-
13307,檜原村,65～69,183,102,81,183,102,81,-,-,-
13307,檜原村,70～74,214,117,97,212,116,96,2,1,1
13307,檜原村,75～79,183,101,82,183,101,82,-,-,-
13307,檜原村,80～84,174,75,99,174,75,99,-,-,-
13307,檜原村,85～89,167,57,110,167,57,110,-,-,-
13307,檜原村,90～94,86,23,63,85,23,62,1,-,1
13307,檜原村,95～99,40,6,34,40,6,34,-,-,-
13307,檜原村,100以上,7,-,7,7,-,7,-,-,-
13308,奥多摩町,総数,4603,2287,2316,4533,2265,2268,70,22,48
13308,奥多摩町,0～4,83,39,44,82,38,44,1,1,-
13308,奥多摩町,5～9,117,69,48,115,67,48,2,2,-
13308,奥多摩町,10～14,127,65,62,126,64,62,1,1,-
13308,奥多摩町,15～19,111,66,45,109,66,43,2,-,2
13308,奥多摩町,20～24,142,68,74,121,65,56,21,3,18
13308,奥多摩町,25～29,91,48,43,84,44,40,7,4,3
13308,奥多摩町,30～34,126,67,59,121,66,55,5,1,4
13308,奥多摩町,35～39,173,91,82,162,89,73,11,2,9
13308,奥多摩町,40～44,195,106,89,188,103,85,7,3,4
13308,奥多摩町,45～49,218,130,88,215,129,86,3,1,2
13308,奥多摩町,50～54,256,127,129,252,127,125,4,-,4
13308,奥多摩町,55～59,277,167,110,274,165,109,3,2,1
13308,奥多摩町,60～64,282,171,111,282,171,111,-,-,-
13308,奥多摩町,65～69,411,231,180,409,230,179,2,1,1
13308,奥多摩町,70～74,505,252,253,505,252,253,-,-,-
13308,奥多摩町,75～79,492,260,232,491,259,232,1,1,-
13308,奥多摩町,80～84,422,172,250,422,172,250,-,-,-
13308,奥多摩町,85～89,300,105,195,300,105,195,-,-,-
13308,奥多摩町,90～94,194,40,154,194,40,154,-,-,-
13308,奥多摩町,95～99,67,10,57,67,10,57,-,-,-
13308,奥多摩町,100以上,14,3,11,14,3,11,-,-,-
13350,島部,総数,23793,12353,11440,23458,12189,11269,335,164,171
13350,島部,0～4,776,381,395,775,380,395,1,1,-
13350,島部,5～9,932,493,439,931,493,438,1,-,1
13350,島部,10～14,939,484,455,936,482,454,3,2,1
13350,島部,15～19,954,566,388,946,561,385,8,5,3
13350,島部,20～24,552,317,235,527,299,228,25,18,7
13350,島部,25～29,836,476,360,792,443,349,44,33,11
13350,島部,30～34,1131,656,475,1100,635,465,31,21,10
13350,島部,35～39,1361,714,647,1331,697,634,30,17,13
13350,島部,40～44,1461,768,693,1433,753,680,28,15,13
13350,島部,45～49,1522,836,686,1493,819,674,29,17,12
13350,島部,50～54,1733,988,745,1696,980,716,37,8,29
13350,島部,55～59,1486,829,657,1447,813,634,39,16,23
13350,島部,60～64,1552,862,690,1534,857,677,18,5,13
13350,島部,65～69,1763,933,830,1740,930,810,23,3,20
13350,島部,70～74,2107,1100,1007,2096,1098,998,11,2,9
13350,島部,75～79,1785,871,914,1782,870,912,3,1,2
13350,島部,80～84,1283,567,716,1281,567,714,2,-,2
13350,島部,85～89,904,320,584,902,320,582,2,-,2
13350,島部,90～94,513,157,356,513,157,356,-,-,-
13350,島部,95～99,180,32,148,180,32,148,-,-,-
13350,島部,100以上,23,3,20,23,3,20,-,-,-
13360,大島支庁,総数,11524,5911,5613,11372,5798,5574,152,113,39
13360,大島支庁,0～4,331,157,174,331,157,174,-,-,-
13360,大島支庁,5～9,406,212,194,405,212,193,1,-,1
13360,大島支庁,10～14,462,244,218,460,243,217,2,1,1
13360,大島支庁,15～19,563,349,214,559,345,214,4,4,-
13360,大島支庁,20～24,301,170,131,286,158,128,15,12,3
13360,大島支庁,25～29,366,201,165,337,182,155,29,19,10
13360,大島支庁,30～34,485,293,192,465,277,188,20,16,4
13360,大島支庁,35～39,594,310,284,580,299,281,14,11,3
13360,大島支庁,40～44,666,360,306,655,350,305,11,10,1
13360,大島支庁,45～49,708,389,319,694,376,318,14,13,1
13360,大島支庁,50～54,781,446,335,769,439,330,12,7,5
13360,大島支庁,55～59,717,378,339,700,365,335,17,13,4
13360,大島支庁,60～64,768,416,352,763,412,351,5,4,1
13360,大島支庁,65～69,902,467,435,896,465,431,6,2,4
13360,大島支庁,70～74,1049,537,512,1048,536,512,1,1,-
13360,大島支庁,75～79,899,427,472,899,427,472,-,-,-
13360,大島支庁,80～84,695,291,404,695,291,404,-,-,-
13360,大島支庁,85～89,452,156,296,451,156,295,1,-,1
13360,大島支庁,90～94,279,86,193,279,86,193,-,-,-
13360,大島支庁,95～99,88,20,68,88,20,68,-,-,-
13360,大島支庁,100以上,12,2,10,12,2,10,-,-,-
13361,大島町,総数,6982,3635,3347,6858,3535,3323,124,100,24
13361,大島町,0～4,200,90,110,200,90,110,-,-,-
13361,大島町,5～9,228,122,106,227,122,105,1,-,1
13361,大島町,10～14,254,142,112,252,141,111,2,1,1
13361,大島町,15～19,383,255,128,379,251,128,4,4,-
13361,大島町,20～24,156,90,66,146,80,66,10,10,-
13361,大島町,25～29,214,120,94,198,109,89,16,11,5
13361,大島町,30～34,307,185,122,289,171,118,18,14,4
13361,大島町,35～39,333,183,150,320,172,148,13,11,2
13361,大島町,40～44,377,205,172,366,195,171,11,10,1
13361,大島町,45～49,404,218,186,390,205,185,14,13,1
13361,大島町,50～54,500,287,213,491,281,210,9,6,3
13361,大島町,55～59,474,256,218,458,243,215,16,13,3
13361,大島町,60～64,456,255,201,451,251,200,5,4,1
13361,大島町,65～69,513,273,240,509,271,238,4,2,2
13361,大島町,70～74,648,326,322,647,325,322,1,1,-
13361,大島町,75～79,559,267,292,559,267,292,-,-,-
13361,大島町,80～84,475,199,276,475,199,276,-,-,-
13361,大島町,85～89,285,105,180,285,105,180,-,-,-
13361,大島町,90～94,158,45,113,158,45,113,-,-,-
13361,大島町,95～99,50,11,39,50,11,39,-,-,-
13361,大島町,100以上,8,1,7,8,1,7,-,-,-
13362,利島村,総数,314,170,144,307,166,141,7,4,3
13362,利島村,0～4,9,6,3,9,6,3,-,-,-
13362,利島村,5～9,14,4,10,14,4,10,-,-,-
13362,利島村,10～14,18,10,8,18,10,8,-,-,-
13362,利島村,15～19,12,5,7,12,5,7,-,-,-
13362,利島村,20～24,10,8,2,10,8,2,-,-,-
13362,利島村,25～29,21,8,13,18,6,12,3,2,1
13362,利島村,30～34,24,13,11,22,11,11,2,2,-
13362,利島村,35～39,29,16,13,29,16,13,-,-,-
13362,利島村,40～44,26,16,10,26,16,10,-,-,-
13362,利島村,45～49,33,20,13,33,20,13,-,-,-
13362,利島村,50～54,10,8,2,10,8,2,-,-,-
13362,利島村,55～59,18,9,9,17,9,8,1,-,1
13362,利島村,60～64,19,11,8,19,11,8,-,-,-
13362,利島村,65～69,16,9,7,15,9,6,1,-,1
13362,利島村,70～74,22,11,11,22,11,11,-,-,-
13362,利島村,75～79,16,9,7,16,9,7,-,-,-
13362,利島村,80～84,6,2,4,6,2,4,-,-,-
13362,利島村,85～89,6,2,4,6,2,4,-,-,-
13362,利島村,90～94,4,3,1,4,3,1,-,-,-
13362,利島村,95～99,1,-,1,1,-,1,-,-,-
13362,利島村,100以上,-,-,-,-,-,-,-,-,-
13363,新島村,総数,2453,1195,1258,2440,1193,1247,13,2,11
13363,新島村,0～4,64,33,31,64,33,31,-,-,-
13363,新島村,5～9,76,39,37,76,39,37,-,-,-
13363,新島村,10～14,92,41,51,92,41,51,-,-,-
13363,新島村,15～19,81,46,35,81,46,35,-,-,-
13363,新島村,20～24,82,39,43,79,39,40,3,-,3
13363,新島村,25～29,67,34,33,62,33,29,5,1,4
13363,新島村,30～34,85,49,36,85,49,36,-,-,-
13363,新島村,35～39,121,53,68,120,53,67,1,-,1
13363,新島村,40～44,147,82,65,147,82,65,-,-,-
13363,新島村,45～49,162,92,70,162,92,70,-,-,-
13363,新島村,50～54,164,92,72,162,91,71,2,1,1
13363,新島村,55～59,143,77,66,143,77,66,-,-,-
13363,新島村,60～64,162,77,85,162,77,85,-,-,-
13363,新島村,65～69,202,97,105,201,97,104,1,-,1
13363,新島村,70～74,226,110,116,226,110,116,-,-,-
13363,新島村,75～79,214,101,113,214,101,113,-,-,-
13363,新島村,80～84,141,63,78,141,63,78,-,-,-
13363,新島村,85～89,110,35,75,109,35,74,1,-,1
13363,新島村,90～94,82,26,56,82,26,56,-,-,-
13363,新島村,95～99,28,8,20,28,8,20,-,-,-
13363,新島村,100以上,4,1,3,4,1,3,-,-,-
13364,神津島村,総数,1775,911,864,1767,904,863,8,7,1
13364,神津島村,0～4,58,28,30,58,28,30,-,-,-
13364,神津島村,5～9,88,47,41,88,47,41,-,-,-
13364,神津島村,10～14,98,51,47,98,51,47,-,-,-
13364,神津島村,15～19,87,43,44,87,43,44,-,-,-
13364,神津島村,20～24,53,33,20,51,31,20,2,2,-
13364,神津島村,25～29,64,39,25,59,34,25,5,5,-
13364,神津島村,30～34,69,46,23,69,46,23,-,-,-
13364,神津島村,35～39,111,58,53,111,58,53,-,-,-
13364,神津島村,40～44,116,57,59,116,57,59,-,-,-
13364,神津島村,45～49,109,59,50,109,59,50,-,-,-
13364,神津島村,50～54,107,59,48,106,59,47,1,-,1
13364,神津島村,55～59,82,36,46,82,36,46,-,-,-
13364,神津島村,60～64,131,73,58,131,73,58,-,-,-
13364,神津島村,65～69,171,88,83,171,88,83,-,-,-
13364,神津島村,70～74,153,90,63,153,90,63,-,-,-
13364,神津島村,75～79,110,50,60,110,50,60,-,-,-
13364,神津島村,80～84,73,27,46,73,27,46,-,-,-
13364,神津島村,85～89,51,14,37,51,14,37,-,-,-
13364,神津島村,90～94,35,12,23,35,12,23,-,-,-
13364,神津島村,95～99,9,1,8,9,1,8,-,-,-
13364,神津島村,100以上,-,-,-,-,-,-,-,-,-
13380,三宅支庁,総数,2545,1404,1141,2514,1396,1118,31,8,23
13380,三宅支庁,0～4,89,44,45,89,44,45,-,-,-
13380,三宅支庁,5～9,115,62,53,115,62,53,-,-,-
13380,三宅支庁,10～14,83,42,41,83,42,41,-,-,-
13380,三宅支庁,15～19,45,30,15,45,30,15,-,-,-
13380,三宅支庁,20～24,54,33,21,53,32,21,1,1,-
13380,三宅支庁,25～29,101,60,41,99,58,41,2,2,-
13380,三宅支庁,30～34,146,86,60,144,84,60,2,2,-
13380,三宅支庁,35～39,170,91,79,166,90,76,4,1,3
13380,三宅支庁,40～44,163,84,79,162,84,78,1,-,1
13380,三宅支庁,45～49,152,90,62,152,90,62,-,-,-
13380,三宅支庁,50～54,153,107,46,147,106,41,6,1,5
13380,三宅支庁,55～59,139,85,54,131,85,46,8,-,8
13380,三宅支庁,60～64,191,111,80,187,110,77,4,1,3
13380,三宅支庁,65～69,202,119,83,201,119,82,1,-,1
13380,三宅支庁,70～74,212,118,94,211,118,93,1,-,1
13380,三宅支庁,75～79,196,112,84,196,112,84,-,-,-
13380,三宅支庁,80～84,127,64,63,126,64,62,1,-,1
13380,三宅支庁,85～89,129,45,84,129,45,84,-,-,-
13380,三宅支庁,90～94,59,17,42,59,17,42,-,-,-
13380,三宅支庁,95～99,19,4,15,19,4,15,-,-,-
13380,三宅支庁,100以上,-,-,-,-,-,-,-,-,-
13381,三宅村,総数,2254,1247,1007,2224,1239,985,30,8,22
13381,三宅村,0～4,78,37,41,78,37,41,-,-,-
13381,三宅村,5～9,93,52,41,93,52,41,-,-,-
13381,三宅村,10～14,65,31,34,65,31,34,-,-,-
13381,三宅村,15～19,41,28,13,41,28,13,-,-,-
13381,三宅村,20～24,49,30,19,48,29,19,1,1,-
13381,三宅村,25～29,83,52,31,81,50,31,2,2,-
13381,三宅村,30～34,129,77,52,127,75,52,2,2,-
13381,三宅村,35～39,141,76,65,137,75,62,4,1,3
13381,三宅村,40～44,131,71,60,130,71,59,1,-,1
13381,三宅村,45～49,123,70,53,123,70,53,-,-,-
13381,三宅村,50～54,135,97,38,130,96,34,5,1,4
13381,三宅村,55～59,125,78,47,117,78,39,8,-,8
13381,三宅村,60～64,178,102,76,174,101,73,4,1,3
13381,三宅村,65～69,183,108,75,182,108,74,1,-,1
13381,三宅村,70～74,196,113,83,195,113,82,1,-,1
13381,三宅村,75～79,180,100,80,180,100,80,-,-,-
13381,三宅村,80～84,120,59,61,119,59,60,1,-,1
13381,三宅村,85～89,129,45,84,129,45,84,-,-,-
13381,三宅村,90～94,56,17,39,56,17,39,-,-,-
13381,三宅村,95～99,19,4,15,19,4,15,-,-,-
13381,三宅村,100以上,-,-,-,-,-,-,-,-,-
13382,御蔵島村,総数,291,157,134,290,157,133,1,-,1
13382,御蔵島村,0～4,11,7,4,11,7,4,-,-,-
13382,御蔵島村,5～9,22,10,12,22,10,12,-,-,-
13382,御蔵島村,10～14,18,11,7,18,11,7,-,-,-
13382,御蔵島村,15～19,4,2,2,4,2,2,-,-,-
13382,御蔵島村,20～24,5,3,2,5,3,2,-,-,-
13382,御蔵島村,25～29,18,8,10,18,8,10,-,-,-
13382,御蔵島村,30～34,17,9,8,17,9,8,-,-,-
13382,御蔵島村,35～39,29,15,14,29,15,14,-,-,-
13382,御蔵島村,40～44,32,13,19,32,13,19,-,-,-
13382,御蔵島村,45～49,29,20,9,29,20,9,-,-,-
13382,御蔵島村,50～54,18,10,8,17,10,7,1,-,1
13382,御蔵島村,55～59,14,7,7,14,7,7,-,-,-
13382,御蔵島村,60～64,13,9,4,13,9,4,-,-,-
13382,御蔵島村,65～69,19,11,8,19,11,8,-,-,-
13382,御蔵島村,70～74,16,5,11,16,5,11,-,-,-
13382,御蔵島村,75～79,16,12,4,16,12,4,-,-,-
13382,御蔵島村,80～84,7,5,2,7,5,2,-,-,-
13382,御蔵島村,85～89,-,-,-,-,-,-,-,-,-
13382,御蔵島村,90～94,3,-,3,3,-,3,-,-,-
13382,御蔵島村,95～99,-,-,-,-,-,-,-,-,-
13382,御蔵島村,100以上,-,-,-,-,-,-,-,-,-
13400,八丈支庁,総数,7124,3584,3540,7004,3562,3442,120,22,98
13400,八丈支庁,0～4,227,115,112,226,114,112,1,1,-
13400,八丈支庁,5～9,283,152,131,283,152,131,-,-,-
13400,八丈支庁,10～14,253,125,128,252,124,128,1,1,-
13400,八丈支庁,15～19,240,126,114,237,126,111,3,-,3
13400,八丈支庁,20～24,129,72,57,124,71,53,5,1,4
13400,八丈支庁,25～29,223,128,95,214,120,94,9,8,1
13400,八丈支庁,30～34,310,162,148,305,161,144,5,1,4
13400,八丈支庁,35～39,396,212,184,388,210,178,8,2,6
13400,八丈支庁,40～44,407,202,205,394,198,196,13,4,9
13400,八丈支庁,45～49,424,233,191,414,232,182,10,1,9
13400,八丈支庁,50～54,526,279,247,507,279,228,19,-,19
13400,八丈支庁,55～59,445,262,183,432,260,172,13,2,11
13400,八丈支庁,60～64,469,256,213,460,256,204,9,-,9
13400,八丈支庁,65～69,537,275,262,522,274,248,15,1,14
13400,八丈支庁,70～74,726,368,358,720,368,352,6,-,6
13400,八丈支庁,75～79,589,272,317,588,272,316,1,-,1
13400,八丈支庁,80～84,407,183,224,406,183,223,1,-,1
13400,八丈支庁,85～89,297,104,193,296,104,192,1,-,1
13400,八丈支庁,90～94,162,51,111,162,51,111,-,-,-
13400,八丈支庁,95～99,66,6,60,66,6,60,-,-,-
13400,八丈支庁,100以上,8,1,7,8,1,7,-,-,-
13401,八丈町,総数,6968,3496,3472,6848,3474,3374,120,22,98
13401,八丈町,0～4,222,113,109,221,112,109,1,1,-
13401,八丈町,5～9,277,151,126,277,151,126,-,-,-
13401,八丈町,10～14,248,124,124,247,123,124,1,1,-
13401,八丈町,15～19,239,126,113,236,126,110,3,-,3
13401,八丈町,20～24,125,70,55,120,69,51,5,1,4
13401,八丈町,25～29,211,123,88,202,115,87,9,8,1
13401,八丈町,30～34,299,153,146,294,152,142,5,1,4
13401,八丈町,35～39,372,200,172,364,198,166,8,2,6
13401,八丈町,40～44,393,192,201,380,188,192,13,4,9
13401,八丈町,45～49,418,228,190,408,227,181,10,1,9
13401,八丈町,50～54,516,275,241,497,275,222,19,-,19
13401,八丈町,55～59,436,257,179,423,255,168,13,2,11
13401,八丈町,60～64,458,248,210,449,248,201,9,-,9
13401,八丈町,65～69,522,265,257,507,264,243,15,1,14
13401,八丈町,70～74,718,363,355,712,363,349,6,-,6
13401,八丈町,75～79,580,265,315,579,265,314,1,-,1
13401,八丈町,80～84,405,182,223,404,182,222,1,-,1
13401,八丈町,85～89,295,104,191,294,104,190,1,-,1
13401,八丈町,90～94,160,50,110,160,50,110,-,-,-
13401,八丈町,95～99,66,6,60,66,6,60,-,-,-
13401,八丈町,100以上,8,1,7,8,1,7,-,-,-
13402,青ヶ島村,総数,156,88,68,156,88,68,-,-,-
13402,青ヶ島村,0～4,5,2,3,5,2,3,-,-,-
13402,青ヶ島村,5～9,6,1,5,6,1,5,-,-,-
13402,青ヶ島村,10～14,5,1,4,5,1,4,-,-,-
13402,青ヶ島村,15～19,1,-,1,1,-,1,-,-,-
13402,青ヶ島村,20～24,4,2,2,4,2,2,-,-,-
13402,青ヶ島村,25～29,12,5,7,12,5,7,-,-,-
13402,青ヶ島村,30～34,11,9,2,11,9,2,-,-,-
13402,青ヶ島村,35～39,24,12,12,24,12,12,-,-,-
13402,青ヶ島村,40～44,14,10,4,14,10,4,-,-,-
13402,青ヶ島村,45～49,6,5,1,6,5,1,-,-,-
13402,青ヶ島村,50～54,10,4,6,10,4,6,-,-,-
13402,青ヶ島村,55～59,9,5,4,9,5,4,-,-,-
13402,青ヶ島村,60～64,11,8,3,11,8,3,-,-,-
13402,青ヶ島村,65～69,15,10,5,15,10,5,-,-,-
13402,青ヶ島村,70～74,8,5,3,8,5,3,-,-,-
13402,青ヶ島村,75～79,9,7,2,9,7,2,-,-,-
13402,青ヶ島村,80～84,2,1,1,2,1,1,-,-,-
13402,青ヶ島村,85～89,2,-,2,2,-,2,-,-,-
13402,青ヶ島村,90～94,2,1,1,2,1,1,-,-,-
13402,青ヶ島村,95～99,-,-,-,-,-,-,-,-,-
13402,青ヶ島村,100以上,-,-,-,-,-,-,-,-,-
13402,青ヶ島村,不詳者,-,-,-,-,-,-,-,-,-
13420,小笠原支庁,総数,2600,1454,1146,2568,1433,1135,32,21,11
13420,小笠原支庁,0～4,129,65,64,129,65,64,-,-,-
13420,小笠原支庁,5～9,128,67,61,128,67,61,-,-,-
13420,小笠原支庁,10～14,141,73,68,141,73,68,-,-,-
13420,小笠原支庁,15～19,106,61,45,105,60,45,1,1,-
13420,小笠原支庁,20～24,68,42,26,64,38,26,4,4,-
13420,小笠原支庁,25～29,146,87,59,142,83,59,4,4,-
13420,小笠原支庁,30～34,190,115,75,186,113,73,4,2,2
13420,小笠原支庁,35～39,201,101,100,197,98,99,4,3,1
13420,小笠原支庁,40～44,225,122,103,222,121,101,3,1,2
13420,小笠原支庁,45～49,238,124,114,233,121,112,5,3,2
13420,小笠原支庁,50～54,273,156,117,273,156,117,-,-,-
13420,小笠原支庁,55～59,185,104,81,184,103,81,1,1,-
13420,小笠原支庁,60～64,124,79,45,124,79,45,-,-,-
13420,小笠原支庁,65～69,122,72,50,121,72,49,1,-,1
13420,小笠原支庁,70～74,120,77,43,117,76,41,3,1,2
13420,小笠原支庁,75～79,101,60,41,99,59,40,2,1,1
13420,小笠原支庁,80～84,54,29,25,54,29,25,-,-,-
13420,小笠原支庁,85～89,26,15,11,26,15,11,-,-,-
13420,小笠原支庁,90～94,13,3,10,13,3,10,-,-,-
13420,小笠原支庁,95～99,7,2,5,7,2,5,-,-,-
13420,小笠原支庁,100以上,3,-,3,3,-,3,-,-,-
13421,小笠原村,総数,2600,1454,1146,2568,1433,1135,32,21,11
13421,小笠原村,0～4,129,65,64,129,65,64,-,-,-
13421,小笠原村,5～9,128,67,61,128,67,61,-,-,-
13421,小笠原村,10～14,141,73,68,141,73,68,-,-,-
13421,小笠原村,15～19,106,61,45,105,60,45,1,1,-
13421,小笠原村,20～24,68,42,26,64,38,26,4,4,-
13421,小笠原村,25～29,146,87,59,142,83,59,4,4,-
13421,小笠原村,30～34,190,115,75,186,113,73,4,2,2
13421,小笠原村,35～39,201,101,100,197,98,99,4,3,1
13421,小笠原村,40～44,225,122,103,222,121,101,3,1,2
13421,小笠原村,45～49,238,124,114,233,121,112,5,3,2
13421,小笠原村,50～54,273,156,117,273,156,117,-,-,-
13421,小笠原村,55～59,185,104,81,184,103,81,1,1,-
13421,小笠原村,60～64,124,79,45,124,79,45,-,-,-
13421,小笠原村,65～69,122,72,50,121,72,49,1,-,1
13421,小笠原村,70～74,120,77,43,117,76,41,3,1,2
13421,小笠原村,75～79,101,60,41,99,59,40,2,1,1
13421,小笠原村,80～84,54,29,25,54,29,25,-,-,-
13421,小笠原村,85～89,26,15,11,26,15,11,-,-,-
13421,小笠原村,90～94,13,3,10,13,3,10,-,-,-
13421,小笠原村,95～99,7,2,5,7,2,5,-,-,-
13421,小笠原村,100以上,3,-,3,3,-,3,-,-,-
